episode,reward,avg_reward,max_reward,min_reward,entropy,policy_loss,value_loss
236,-5.0,-9.05,10.0,-21.0,0.8051544362679124,-0.025239709117158782,0.02194655426137615
237,-9.0,-8.99,10.0,-21.0,0.847787281498313,-0.026541145154624246,0.022299790820397902
238,-7.0,-8.92,10.0,-21.0,0.9019744554534554,-0.026792092408868484,0.03238370808685431
239,-5.0,-8.81,10.0,-21.0,0.6802164993714541,-0.022591093947994523,0.02777186293678824
240,-11.0,-8.79,10.0,-21.0,1.0955778653733432,-0.03423070099961478,0.02543842333398061
241,-10.0,-8.84,10.0,-21.0,0.9680604906752706,-0.029262953336001374,0.02717567526269704
242,3.0,-8.7,10.0,-21.0,1.131877709645778,-0.031434899457963184,0.039021064854750875
243,-20.0,-8.81,10.0,-21.0,0.9681318984366953,-0.029454873052600306,0.030650566055555828
244,6.0,-8.68,10.0,-21.0,0.7747828112915158,-0.023032651653920766,0.028581621321791317
245,-2.0,-8.53,10.0,-21.0,0.7515699835494161,-0.020778738224180415,0.02016026384444558
246,-8.0,-8.48,10.0,-21.0,0.8906567674130201,-0.0246986765996553,0.028182765658129938
247,-4.0,-8.43,10.0,-21.0,1.087904208805412,-0.03383876471343683,0.0390130643354496
248,-10.0,-8.38,10.0,-21.0,0.830565370619297,-0.026343055491452105,0.021383038932981435
249,-11.0,-8.29,10.0,-21.0,1.182505689561367,-0.03748985969286878,0.03919186306302436
250,2.0,-8.12,10.0,-21.0,1.1061288621276617,-0.030631331057520583,0.0335288018322899
251,-11.0,-8.08,10.0,-21.0,0.8077897308394313,-0.025858508015517145,0.030212731471692678
252,5.0,-7.94,10.0,-21.0,1.1386438747867942,-0.02938227243430447,0.05760840038419701
253,8.0,-7.77,10.0,-21.0,0.9465780537575483,-0.027592267826548778,0.0294851069629658
254,-12.0,-7.76,10.0,-21.0,1.1240023225545883,-0.03560487758659292,0.03445434255263535
255,-15.0,-7.78,10.0,-21.0,0.8854604572989047,-0.027663172455504537,0.025268181976571213
256,15.0,-7.67,15.0,-21.0,0.8773106662556529,-0.025170265726046637,0.027343316112819593
257,-4.0,-7.55,15.0,-21.0,0.8989628381095827,-0.02830700046615675,0.027989277507003862
258,-6.0,-7.43,15.0,-21.0,0.8986922898329794,-0.029017676832154393,0.024693196988664567
259,15.0,-7.18,15.0,-21.0,1.1427723891101778,-0.03338894061744213,0.04044049813091988
260,-5.0,-7.1,15.0,-21.0,1.0655554998666048,-0.03533132503798697,0.03130923465141677
261,5.0,-6.96,15.0,-21.0,0.9716341784223914,-0.029434126627165824,0.02682689167704666
262,-12.0,-7.03,15.0,-21.0,0.8409581775777042,-0.024841751153871883,0.02896951712318696
263,-2.0,-6.95,15.0,-21.0,0.9780494938604534,-0.03126302898454014,0.026404975200421177
264,5.0,-6.74,15.0,-21.0,0.7611696813255548,-0.023745252707158215,0.02847030636621639
265,-1.0,-6.6,15.0,-21.0,1.1830362752079964,-0.03638916342606535,0.041682276169012766
266,-10.0,-6.61,15.0,-21.0,1.3183606769889593,-0.036035237688338384,0.06229849699593615
267,-6.0,-6.61,15.0,-21.0,0.9097280586138368,-0.026378033944638446,0.024246009277703706
268,14.0,-6.29,15.0,-21.0,0.892356582917273,-0.02914185350527987,0.029638454019732308
269,-8.0,-6.31,15.0,-21.0,0.9576438246294856,-0.030860881372063886,0.023895197962701786
270,-4.0,-6.24,15.0,-21.0,0.7867591544054449,-0.02542008705495391,0.02503508696827339
271,11.0,-6.06,15.0,-21.0,0.6760026484262198,-0.02285788337030681,0.024646775280416477
272,13.0,-5.82,15.0,-21.0,1.0718248398043215,-0.029583598967292346,0.0397559027915122
273,13.0,-5.54,15.0,-21.0,1.0023896032944322,-0.027814655972179025,0.035316307221364696
274,-4.0,-5.52,15.0,-21.0,1.043994882144034,-0.033538236559252255,0.026332668741815723
275,3.0,-5.38,15.0,-21.0,1.058977889828384,-0.03259302278456744,0.03940610247082077
276,-4.0,-5.26,15.0,-21.0,0.7782788220793009,-0.02311183651909232,0.03135082548396895
277,-7.0,-5.26,15.0,-21.0,0.8763981377705932,-0.028194813457957935,0.032135299654328264
278,-3.0,-5.21,15.0,-21.0,0.9229919849894941,-0.030321497149998322,0.02708076261478709
279,10.0,-5.01,15.0,-21.0,1.1300903698429465,-0.028608798500499688,0.060795107230660506
280,-1.0,-4.88,15.0,-21.0,0.7323668110184371,-0.02389275013410952,0.034291429234144744
281,-12.0,-4.82,15.0,-21.0,0.6222050304058939,-0.019584465204388835,0.03267332813993562
282,-11.0,-4.83,15.0,-21.0,0.9769999273121357,-0.031033336228574626,0.03117791368276812
283,4.0,-4.61,15.0,-21.0,0.78390729194507,-0.023983450315427035,0.02869599778932752
284,12.0,-4.34,15.0,-21.0,0.667135561350733,-0.020080681213585194,0.02747626464770292
285,13.0,-4.17,15.0,-21.0,0.7202634681016207,-0.022141561392345466,0.020163884466455784
286,-11.0,-4.16,15.0,-21.0,0.8383574648760259,-0.025244896809454076,0.026918794625089504
287,2.0,-4.03,15.0,-21.0,1.1270417855121195,-0.03023743780067889,0.043407647470303345
288,3.0,-3.97,15.0,-21.0,0.5846644057892263,-0.0177561710588634,0.030810649339400697
289,7.0,-3.75,15.0,-21.0,0.8748934441246092,-0.024931451567681506,0.03813609289500164
290,12.0,-3.54,15.0,-21.0,0.8895059432834387,-0.02710096504597459,0.03658473776158644
291,-11.0,-3.52,15.0,-21.0,1.0743344575166702,-0.030661461045383476,0.05644477980968077
292,-12.0,-3.53,15.0,-21.0,0.7013377826660872,-0.022954601445235312,0.02949768677353859
293,9.0,-3.38,15.0,-21.0,0.9004798382520676,-0.030784205249801744,0.029787705236230977
294,-2.0,-3.32,15.0,-21.0,1.04606923321262,-0.03466078204655787,0.032406945545517374
295,-1.0,-3.25,15.0,-21.0,0.7844096943736076,-0.02217663299961714,0.026916783783235587
296,-1.0,-3.16,15.0,-21.0,0.8868158585391939,-0.02951081533683464,0.03470125899184495
297,-6.0,-3.17,15.0,-21.0,0.7379919057711959,-0.023974817187990993,0.025912968681950588
298,-1.0,-3.08,15.0,-21.0,0.6662659486755729,-0.02358902181731537,0.02240639341471251
299,3.0,-2.86,15.0,-21.0,0.7905729599297047,-0.02332053658028599,0.0263894680319936
300,-5.0,-2.77,15.0,-21.0,0.9523018808104098,-0.03114313056721585,0.03148292569676414
301,-15.0,-2.83,15.0,-21.0,1.1105298842303455,-0.03713240829529241,0.0312608343156171
302,5.0,-2.85,15.0,-21.0,1.1462624184787273,-0.03539078812173102,0.04604755520995241
303,6.0,-2.68,15.0,-21.0,1.0950676975771785,-0.03570889699039981,0.028252748656086624
304,-10.0,-2.73,15.0,-21.0,0.9542748713865876,-0.02934662554616807,0.03576573347527301
305,12.0,-2.63,15.0,-21.0,0.7973458920605481,-0.026201783315627836,0.03834692708187504
306,4.0,-2.57,15.0,-21.0,0.698601997923106,-0.024569701694417745,0.02488112260834896
307,8.0,-2.41,15.0,-21.0,0.7435864699073136,-0.02536067447363166,0.02694536846684059
308,-11.0,-2.41,15.0,-21.0,0.8507787906564772,-0.027400500708608888,0.033982733002630994
309,-1.0,-2.34,15.0,-21.0,0.657338728196919,-0.0215432158584008,0.030267054222349543
310,-3.0,-2.46,15.0,-21.0,0.711526183411479,-0.02606017368088942,0.024401513474003877
311,-5.0,-2.43,15.0,-21.0,0.7849792200140655,-0.02549236817867495,0.02480498666409403
312,-1.0,-2.33,15.0,-21.0,0.9252501791343093,-0.02917350768984761,0.03168722123518819
313,-8.0,-2.37,15.0,-21.0,1.0153477266430855,-0.0344249283807585,0.034021611492789816
314,7.0,-2.18,15.0,-21.0,0.9216461596079171,-0.03175387199735269,0.02763441757269902
315,10.0,-2.03,15.0,-21.0,0.7406835844740272,-0.02361189185467083,0.03111868134146789
316,-3.0,-2.15,15.0,-21.0,0.7977584851905704,-0.026151220219617244,0.024862141166522633
317,-1.0,-2.26,15.0,-21.0,0.9681692663580179,-0.03237846125557553,0.03276861489575822
318,-1.0,-2.14,15.0,-21.0,0.6990063516423106,-0.02043199854233535,0.023704158469627146
319,6.0,-1.87,15.0,-21.0,0.8240016801282763,-0.027214369329158217,0.026839063386432827
320,-3.0,-1.71,15.0,-21.0,0.9645773046649992,-0.02781946571485605,0.043679539892764296
321,-8.0,-1.86,15.0,-21.0,1.0065586315467954,-0.03487072863208596,0.0312073333261651
322,13.0,-1.59,15.0,-21.0,0.9442742178216577,-0.031113790726521984,0.03371657314710319
323,-9.0,-1.57,15.0,-21.0,1.080236367881298,-0.03356408852414461,0.035641291600768454
324,8.0,-1.33,15.0,-21.0,0.7411254439502954,-0.025348916751681827,0.02991644746361999
325,-1.0,-1.23,15.0,-21.0,0.9615424294024706,-0.03226708730653627,0.02660508529879735
326,-12.0,-1.25,15.0,-21.0,0.9190937709063292,-0.03237539231486153,0.02800251879671123
327,7.0,-1.13,15.0,-21.0,1.0325186685658991,-0.03557580345659517,0.04335071477544261
328,-19.0,-1.3,15.0,-21.0,0.6743164784274995,-0.02442493564740289,0.02732623375050025
329,2.0,-1.32,15.0,-21.0,0.5181052875705063,-0.020320210271165706,0.03147391967650037
330,-5.0,-1.29,15.0,-21.0,1.184880857821554,-0.034750075690681115,0.042186068174487446
331,10.0,-1.27,15.0,-21.0,0.8878430342301726,-0.02976933095487766,0.028573974697792437
332,-3.0,-1.24,15.0,-21.0,0.6508937675971538,-0.02425414179742802,0.02561856393731432
333,2.0,-1.29,15.0,-21.0,0.7380328588187695,-0.023498721348005347,0.02516674923026585
334,9.0,-1.11,15.0,-21.0,0.9633725294843316,-0.03160382798523642,0.029024711264355574
335,6.0,-1.01,15.0,-21.0,0.8962483014911413,-0.03019804714131169,0.0281327745760791
336,-3.0,-0.99,15.0,-21.0,0.6886959844268858,-0.019021807544049807,0.032159969297936186
337,9.0,-0.81,15.0,-21.0,0.708868476562202,-0.02337269002600806,0.030062680736591574
338,-2.0,-0.76,15.0,-21.0,0.6010939120315015,-0.020732340068207122,0.030550831514119636
339,-1.0,-0.72,15.0,-21.0,0.7617020197212696,-0.026954699358611833,0.03396374928706791
340,8.0,-0.53,15.0,-21.0,0.6365415877662599,-0.02253069392463658,0.024414848619926488
341,11.0,-0.32,15.0,-21.0,0.9579323348589242,-0.02858985597413266,0.036388715634529945
342,-1.0,-0.36,15.0,-21.0,0.864554257132113,-0.028963290038518608,0.030565030763682444
343,8.0,-0.08,15.0,-21.0,0.8819583100266755,-0.030211989374947734,0.025427673135709483
344,-8.0,-0.22,15.0,-21.0,0.6188557811547071,-0.021231570324744098,0.028635988408495905
345,-4.0,-0.24,15.0,-21.0,0.8300372553057969,-0.028138817913713865,0.022593184832658153
346,6.0,-0.1,15.0,-21.0,0.8667944446206093,-0.02877227740827948,0.020312173874117434
347,3.0,-0.03,15.0,-21.0,0.9066709354519844,-0.029860641247068997,0.028050225620972924
348,6.0,0.13,15.0,-21.0,0.6797603946179152,-0.02225832819385687,0.026052803106722422
349,13.0,0.37,15.0,-21.0,0.5819083706010133,-0.021216974084381945,0.02456775454993476
350,5.0,0.4,15.0,-21.0,1.018830914516002,-0.03385046079347376,0.03355685374845052
351,2.0,0.53,15.0,-21.0,0.9032220290973783,-0.02997251554916147,0.028146658412879333
352,12.0,0.6,15.0,-21.0,0.9270648881793022,-0.03239999739162158,0.026503444663831033
353,-8.0,0.44,15.0,-21.0,0.8609107416123152,-0.03166657187102828,0.02355595944391098
354,4.0,0.6,15.0,-21.0,0.9792029075324535,-0.03628517944889609,0.030245150526752695
355,4.0,0.79,15.0,-21.0,0.9121305244043469,-0.02868269228201825,0.029776630639389623
356,6.0,0.7,15.0,-21.0,0.9124154285527766,-0.029453854804160073,0.029925109309260733
357,-8.0,0.66,15.0,-21.0,1.11022785352543,-0.031913502782117575,0.045072741522744764
358,-1.0,0.71,15.0,-21.0,0.5397032962646335,-0.013807661962346174,0.030456479853455676
359,10.0,0.66,15.0,-21.0,0.9892404917627573,-0.03502708156884182,0.03034706651669694
360,-7.0,0.64,15.0,-21.0,0.9013254903256893,-0.030968018778366968,0.03442992933560163
361,-14.0,0.45,15.0,-21.0,0.5683207986876369,-0.020027396712976042,0.039258236523892265
362,-7.0,0.5,15.0,-21.0,0.7632594569586217,-0.027967800953774713,0.02706532054435229
363,-1.0,0.51,15.0,-21.0,0.6175053587649018,-0.0233410305227153,0.021240070400381228
364,-7.0,0.39,15.0,-21.0,0.7085316297598183,-0.022322028620692436,0.030755035615584347
365,12.0,0.52,15.0,-21.0,1.0817970833741128,-0.03716485798213398,0.048197248310316354
366,5.0,0.67,15.0,-21.0,0.8216003798879683,-0.028062173856596928,0.02628996599378297
367,-12.0,0.61,15.0,-21.0,0.8919305047020316,-0.02773077678284608,0.032418038172181696
368,4.0,0.51,15.0,-21.0,0.7569583356380463,-0.025492290616966784,0.026592818270728458
369,12.0,0.71,15.0,-21.0,0.6031719399616122,-0.024513160780770704,0.021977980115480023
370,10.0,0.85,15.0,-21.0,0.8121639960445464,-0.027022702866815962,0.03213742221123539
371,11.0,0.85,15.0,-21.0,0.5585788451135159,-0.015827884613827337,0.022438204465288436
372,9.0,0.81,15.0,-21.0,0.5763106481172144,-0.019917502875614446,0.01890693563473178
373,-6.0,0.62,15.0,-21.0,0.9687315691262484,-0.02892295921628829,0.043111782426421996
374,-4.0,0.62,15.0,-21.0,0.8381830221042037,-0.025514889995974954,0.030438565139775164
375,6.0,0.65,15.0,-21.0,0.8730299496091902,-0.028143608127720654,0.027196278784686
376,14.0,0.83,15.0,-21.0,0.7825154853053391,-0.02532449366117362,0.028293418530665804
377,-1.0,0.89,15.0,-21.0,0.5903249778784811,-0.022478663006040733,0.026792554337589536
378,-5.0,0.87,15.0,-21.0,1.0592403220944107,-0.03323614574037492,0.029930980846984312
379,10.0,0.87,15.0,-21.0,0.7610131823457778,-0.028655094945861492,0.028831795490987133
380,-4.0,0.84,15.0,-21.0,0.7522136112675071,-0.02769870587508194,0.02486006230901694
381,10.0,1.06,15.0,-21.0,0.5934094483964145,-0.022087238103267737,0.023106956519768573
382,4.0,1.21,15.0,-21.0,0.806922139134258,-0.026409395024529658,0.030108171798929106
383,6.0,1.23,15.0,-21.0,0.9990417123772204,-0.03392668156448053,0.03489827230805531
384,-1.0,1.1,15.0,-21.0,0.8462587310932577,-0.026816863770363852,0.03213015865549096
385,-6.0,0.91,15.0,-21.0,0.8355087339878082,-0.025127361390332226,0.02429375596693717
386,-1.0,1.01,15.0,-21.0,1.003913666587323,-0.030819316118140705,0.03251846150669735
387,-1.0,0.98,15.0,-21.0,0.6706166111398488,-0.021501984549104236,0.025326013594167307
388,9.0,1.04,15.0,-21.0,0.6515327971428633,-0.02224494522670284,0.01935342504293658
389,-9.0,0.88,15.0,-21.0,0.6588905181270093,-0.019272007637482602,0.025900662585627288
390,1.0,0.77,15.0,-21.0,0.8820462371222675,-0.0324091653819778,0.025902317102008965
391,6.0,0.94,15.0,-21.0,1.0738815469667315,-0.035699548257980496,0.030936087190639228
392,1.0,1.07,15.0,-21.0,0.9474524641409516,-0.032252456847345456,0.0300600533009856
393,5.0,1.03,15.0,-21.0,0.7709710826165974,-0.027888849159353413,0.03107206036656862
394,2.0,1.07,15.0,-21.0,1.0871338690631092,-0.03593074866512325,0.03285206154396292
395,13.0,1.21,15.0,-21.0,0.794835542794317,-0.026764492322399747,0.027134416020999197
396,12.0,1.34,15.0,-21.0,0.7620801362209022,-0.02489598744432442,0.026936702939565293
397,12.0,1.52,15.0,-21.0,0.9260743805207312,-0.031655941013013944,0.030025999003555626
398,8.0,1.61,15.0,-21.0,1.084084720350802,-0.03551461989991367,0.0376369975565467
399,2.0,1.6,15.0,-21.0,0.6382698928937316,-0.021492528831004165,0.02858476241090102
400,5.0,1.7,15.0,-21.0,0.7875941493548453,-0.025398685611435212,0.030732112725672778
401,11.0,1.96,15.0,-21.0,1.0643910057842731,-0.035395831560890656,0.027188196101633366
402,-10.0,1.81,15.0,-21.0,0.8707450749352574,-0.029645503862411715,0.025750174987479113
403,-19.0,1.56,15.0,-21.0,0.8094838974066079,-0.026486014685360715,0.0226717854711751
404,8.0,1.74,15.0,-21.0,0.7069296943955123,-0.026091131614521146,0.02622978917497676
405,4.0,1.66,15.0,-21.0,0.6696423068642616,-0.023034813144477084,0.026590685636620037
406,13.0,1.75,15.0,-21.0,0.8530707261525095,-0.028942604665644467,0.030260983774496708
407,10.0,1.77,15.0,-21.0,0.9422998996451497,-0.02957926061935723,0.029342857138544787
408,11.0,1.99,15.0,-21.0,0.9880230906419456,-0.03247798223310383,0.027299628098262474
409,12.0,2.12,15.0,-21.0,0.817502164747566,-0.025429543988138903,0.025259291287511587
410,-2.0,2.13,15.0,-21.0,1.1213522530160844,-0.03687626775354147,0.03811479594151024
411,-5.0,2.13,15.0,-21.0,0.7124702706933022,-0.02445022971369326,0.025620823238568846
412,4.0,2.18,15.0,-21.0,1.0372572261840105,-0.026161254878388718,0.03985793063475285
413,1.0,2.27,15.0,-21.0,0.7558087622746825,-0.02725854802702088,0.025672619907709304
414,8.0,2.28,15.0,-21.0,0.8384717390872538,-0.0265565521112876,0.0194566610007314
415,4.0,2.22,15.0,-21.0,1.0016772858798504,-0.03569498335127719,0.027063715358963236
416,-6.0,2.19,15.0,-21.0,0.7883283109404147,-0.023635918252693955,0.024347633465367835
417,11.0,2.31,15.0,-21.0,0.8265048796311021,-0.026848615052585956,0.022942181640246417
418,14.0,2.46,15.0,-21.0,1.0440558684058487,-0.03356034107855521,0.022348830028931843
419,3.0,2.43,15.0,-21.0,0.7339468805585057,-0.023803429256076925,0.02498858913895674
420,1.0,2.47,15.0,-21.0,0.9400951727293432,-0.030113135420833714,0.026470456359675154
421,-3.0,2.52,15.0,-21.0,1.0050610494799912,-0.03302031055500265,0.026251876013702713
422,2.0,2.41,15.0,-21.0,0.9226564709097147,-0.031045791154610924,0.021758718161436263
423,7.0,2.57,15.0,-21.0,0.5942612618673593,-0.017085846076952294,0.02580668772861827
424,3.0,2.52,15.0,-21.0,0.8531680521555245,-0.027529545419383794,0.02568444984353846
425,7.0,2.6,15.0,-21.0,0.6038814741186798,-0.023363561937003396,0.03130938617687207
426,-8.0,2.64,15.0,-21.0,0.73537059687078,-0.024965866963611916,0.021600072006549453
427,12.0,2.69,15.0,-21.0,0.8550127842463553,-0.030611839378252625,0.023540117625088897
428,9.0,2.97,15.0,-21.0,0.8694738568738103,-0.0293873202172108,0.0297905632542097
429,-11.0,2.84,15.0,-21.0,0.8064262983389199,-0.02899662044364959,0.01940817573631648
430,-5.0,2.84,15.0,-21.0,0.9333121799863875,-0.02975966437952593,0.02592857183481101
431,8.0,2.82,15.0,-21.0,0.5077539822086692,-0.01823311107000336,0.030423401629377622
432,-6.0,2.79,15.0,-21.0,0.6460782161448151,-0.0228154896030901,0.026615247999870917
433,6.0,2.83,15.0,-21.0,1.2341648861765862,-0.038820578913146164,0.03740672316780547
434,-7.0,2.67,15.0,-21.0,0.7044242399279028,-0.025490747106232448,0.022394068404537393
435,9.0,2.7,15.0,-21.0,0.9188048136420548,-0.031092235614778474,0.022737223196600098
436,-10.0,2.63,15.0,-21.0,0.6276922842953354,-0.020476623823924456,0.019217168246541405
437,10.0,2.64,15.0,-21.0,0.9401745325885713,-0.029985678644152358,0.026841700193472207
438,7.0,2.73,15.0,-21.0,0.6616846616379917,-0.02458947776176501,0.02156974424724467
439,3.0,2.77,15.0,-21.0,0.7025246084667742,-0.022952240891754627,0.02403909976419527
440,11.0,2.8,15.0,-21.0,0.6694840933196247,-0.024418466302449815,0.0220018930885999
441,5.0,2.74,15.0,-21.0,1.0525972563773394,-0.03396514875930734,0.028936917471583
442,-2.0,2.73,15.0,-21.0,0.8087133998051286,-0.026795893092639744,0.027501935146574397
443,7.0,2.72,15.0,-21.0,0.7976499521173537,-0.025937113714462612,0.023771601328917313
444,-12.0,2.68,15.0,-21.0,0.653435024432838,-0.023086895438609645,0.02902681966952514
445,14.0,2.86,15.0,-21.0,0.7273163981735706,-0.024034103662415873,0.019850889148074202
446,10.0,2.9,15.0,-21.0,0.7910725856199861,-0.027967641755822115,0.022726095921825618
447,9.0,2.96,15.0,-21.0,0.8107235161587596,-0.029159780795453116,0.025530668659484945
448,-9.0,2.81,15.0,-21.0,0.6165660296101123,-0.021762193107861094,0.0219604965968756
449,13.0,2.81,15.0,-21.0,0.7172156553715467,-0.022542543287272565,0.01774651186860865
450,3.0,2.79,15.0,-21.0,0.6736618357244879,-0.021575878003204707,0.018760054303129436
451,-1.0,2.76,15.0,-21.0,0.7068675407208502,-0.024025946768233553,0.02087034346186556
452,-14.0,2.5,15.0,-21.0,0.7459512855857611,-0.025455306516960263,0.02340101421214058
453,7.0,2.65,15.0,-21.0,0.6611803462728858,-0.024173632911697496,0.015910100293694995
454,10.0,2.71,15.0,-21.0,1.0821397895924747,-0.03225958136317786,0.040628470458614174
455,4.0,2.71,15.0,-21.0,0.9928149445913732,-0.03287791660113726,0.03335668356885435
456,-4.0,2.61,15.0,-21.0,0.5813909037970006,-0.021635498487739824,0.020910123861540342
457,-1.0,2.68,15.0,-21.0,0.7785498644225299,-0.02265449904371053,0.022943498930544592
458,1.0,2.7,15.0,-21.0,1.152873270213604,-0.03762998692400288,0.03738558881741483
459,15.0,2.75,15.0,-21.0,0.6455969435628504,-0.023401306447340176,0.023997834185138345
460,-5.0,2.77,15.0,-21.0,0.567589059472084,-0.02033435457997257,0.02225253463257104
461,13.0,3.04,15.0,-21.0,0.5616888673976064,-0.020577133145707194,0.02001060251495801
462,-4.0,3.07,15.0,-21.0,0.9770031650550663,-0.03453223861288279,0.025564951909473166
463,-5.0,3.03,15.0,-21.0,0.6843379836063832,-0.02370227305800654,0.0289041835203534
464,3.0,3.13,15.0,-21.0,1.1244708094745874,-0.0386407537444029,0.029971097988891415
465,-4.0,2.97,15.0,-21.0,0.6980189185123891,-0.025822949792200234,0.02977774436294567
466,1.0,2.93,15.0,-21.0,0.9822304719127715,-0.031685857160482556,0.02434032131714048
467,-10.0,2.95,15.0,-21.0,0.5215755035169423,-0.01798222493380308,0.02533848387975013
468,6.0,2.97,15.0,-21.0,0.7765041086822748,-0.027390852352255024,0.022291628705715993
469,5.0,2.9,15.0,-21.0,1.3042248990386724,-0.031506921630352736,0.07261118952010293
470,-11.0,2.69,15.0,-21.0,1.1997168846428394,-0.03420978908252437,0.06221994730003644
471,13.0,2.71,15.0,-21.0,1.2642405983060598,-0.037891995496465825,0.05124653589155059
472,-9.0,2.53,15.0,-21.0,0.6255054043140262,-0.022548900182300713,0.029151343820558395
473,8.0,2.67,15.0,-21.0,0.9975139806047082,-0.03186973951233085,0.022168747571413405
474,-13.0,2.58,15.0,-21.0,0.9722071560099721,-0.033009673199558165,0.02498556154750986
475,10.0,2.62,15.0,-21.0,0.67539416346699,-0.024332860150025226,0.023745658101688605
476,-6.0,2.42,15.0,-21.0,0.5831139336805791,-0.02386339228542056,0.026189272066403646
477,12.0,2.55,15.0,-21.0,1.0229067928157747,-0.03319691104115918,0.030609821624238975
478,9.0,2.69,15.0,-21.0,0.6456922413781285,-0.026812001029611565,0.027898355048819212
479,10.0,2.69,15.0,-21.0,1.0888278377242386,-0.03474307047872571,0.04027727316861274
480,9.0,2.82,15.0,-21.0,0.9667630163021386,-0.02844297752744751,0.037102912756381556
481,8.0,2.8,15.0,-21.0,0.764628523029387,-0.026102890289621428,0.029132248513633385
482,-3.0,2.73,15.0,-21.0,0.6271400679834187,-0.020823686179937795,0.025103611253143754
483,8.0,2.75,15.0,-21.0,0.6401336293201894,-0.022256809781538323,0.02341207909194054
484,-1.0,2.75,15.0,-21.0,0.6872728117741644,-0.025317358915344812,0.022817262244643643
485,12.0,2.93,15.0,-21.0,0.9310513776727021,-0.0336022486735601,0.027547183519345708
486,7.0,3.01,15.0,-21.0,0.5637353959027678,-0.021622575870424043,0.023182907709269784
487,8.0,3.1,15.0,-21.0,1.0046709445305169,-0.034293907541723456,0.030252772601670586
488,-11.0,2.9,15.0,-21.0,0.6360370486509055,-0.022100326605141163,0.027983799045614433
489,13.0,3.12,15.0,-21.0,0.7782496940344572,-0.02627158470568247,0.025453209775150754
